Id,comment_text,topic,conspiracy
718,"29/10/21]( [Case report]

📄 __""Anaphylaxis after Moderna COVID-19 vaccine""
🇮🇹 ""Anafilassi dopo il vaccino Moderna COVID-19""__

📊 ""L'[ACAAI]( COVID-19 Task Force__ raccomanda [...] chiunque riceva il vaccino dovrebbe essere sottoposto a controlli per il possibile rischio di reazione allergica al vaccino mRNA COVID-19.""
⚠️ ""**se un paziente ha una grave reazione allergica entro 4 ore dalla prima dose di Moderna o Pfizer-BioNTech, non dovrebbe ricevere la seconda dose**. [...] La maggior parte delle reazioni anafilattiche si verifica entro i primi 15 minuti dall'iniezione. **I vaccini Moderna o Pfizer-BioNTech non devono essere somministrati a soggetti che hanno una storia nota di reazione allergica a qualsiasi componente del vaccino.** La componente specifica del vaccino non è stata ancora identificata; tuttavia il [PEG]( è uno degli ingredienti dei vaccini mRNA noti per causare anafilassi. [...] **coloro che ne sono allergici avranno una reazione grave o addirittura fatale**.""",Covid,0
719,"🇺🇲🇺🇦 **Roger Waters, fondatore dei Pink Floyd, definisce Joe Biden un criminale di guerra **

Il musicista, **in un'intervista per la CNN politics**, ha affermato che Biden continua ad accendere il fuoco del conflitto ucraino. “Questo è un crimine grave. Perché gli Stati Uniti non chiedono a Zelensky di avviare negoziati con Mosca per porre fine a questo terribile conflitto?""

Roger Waters ha anche sottolineato che l'operazione speciale per proteggere il Donbass è stata una reazione al tentativo di espandere la NATO fino ai confini della Russia, anche se l'organizzazione ha promesso di non farlo.



 🎯 🎯 🎯",Russia,2
720,"Quando una persona lavora perde i diritti e la propria discrezionalità?
Dove siamo arrivati?
All'ubbidienza degli schiavi?
Al riconoscimento del potere dei gerarchi ed alla sudditanza?",Covid,0
721,"L'ENI ha fatto sapere che procederà al pagamento del gas in rubli come richiesto dai russi. A quanto pare, il regime di Draghi e gli altri suoi omologhi europei stanno tutti cedendo alle richieste del Cremlino. Nel caso dell'Italia le pressioni di Confindustria devono essere state fortissime dal momento che persino le élite economiche del Paese iniziano a prendere le distanze dalla politica suicida di palazzo Chigi. L'UE voleva lanciare una guerra economica al Paese che ha nelle mani l'intero approvvigionamento energetico del continente. Ovviamente, la guerra era già persa prima ancora che questa avesse avuto inizio. 

Un'ultima cosa, ma non meno importante. Il pagamento del gas in rubli farà salire verso l'alto il valore della moneta russa. Tutti saranno costretti a comprare rubli sul mercato oppure dalla banca centrale russa. Il rublo si apprezzerà consisten I processi di de-dollarizzazione de-eurizzazione saranno ancora più rapidi. Putin ha costretto i suoi nemici ad aiutarlo a raggiungere i suoi scopi. L'intero apparato dell'UE che lanciava dichiarazioni roboanti contro la Russia si è tramutato di fatto nell'utile idiota di Putin.
",Russia,2
722,Nessuna distinzione. Per colpa loro siamo in dittatura.,Qanon,1
723,"Smontata l'utilità dell'obligo della mascherina: risultati della sua efficacia nei vari paesi dove è stata applicata.
Praticamente inutili.
[🇮🇹 ",Covid,0
724,"Falsi ""vaccini"" covid e green pass: indagate 13 persone e altri 80 VIP italiani nel mirino! Gli indagati: lo abbiamo fatto perché ci sono tanti casi in ospedale di effetti collaterali da vaccino che non dicono in televisione! I veri vaccinati sono meno dei dati ufficiali, sempre più italiani hanno aperto gli occhi!",Covid,0
725,"• Mascherine obbligatorie per i bimbi di età inferiore a 6 anni in assenza di documentazione scientifica che ne attesti rischi e benefici;
• ""vaccini"" inettati contro un virus che non esiste più e il cui inoculo peggiora progressivamente le difese dell'organismo (con la quarta dose la protezione scende sotto lo 0);
• segreto militare sui dati sui ""vaccini"";
• danneggiati da ""vaccino"" abbandonati a sé stessi.

Un buon servizio di Mario Giordano.",Covid,0
726,"**Chi si ricorda quando in Italia dicevano ""mai obbligo vaccino covid""

Finché non si distrugge comple la dittatura covid, non si può stare tranquilli.

È come un incendio in cui rimangono ceneri che ardono e poi fanno ricominciare l'incendio.**


❗️AVANTI TUTTA FINCHÉ LA DITTATURA NON SARÀ DISTRUTTA

↪️CONDIVIDI

---------------
",Covid,0
727,"23/08/21]( [PRE-PRINT]

📄 __""The SARS-CoV-2 Delta variant is poised to acquire complete resistance to wild-type spike vaccines""
🇮🇹 ""La variante SARS-CoV-2 Delta è pronta ad acquisire una resistenza completa ai vaccini spike wild-type [tipo-selvaggio, ""originale"" ndt]""__

📊 ""L'attività neutralizzante dei sieri di individui vaccinati e di pazienti guariti COVID-19 diminuisce per la variante Delta rispetto al wild-type""
📊 ""[...] la variante Delta può acquisire piena resistenza ai sieri di vaccinati con [Pfizer-BioNTech]""
📊 ""[...] si osserva spesso un'infezione in individui comple vaccinati, suggerendo che gli anticorpi neutralizzanti in individui comple vaccinati non sono sufficienti per proteggere dall'infezione della variante Delta""

⚠️ ""È attualmente allo studio un terzo ciclo di immunizzazione. **I nostri dati suggeriscono che l'immunizzazione ripetuta con la spike wild-type potrebbe non essere efficace nel controllare le nuove varianti Delta emergenti**.""

📚 **",Covid,0
728,"Quelli che oggi **si sentono liberi** avendo fatto la seconda dose di vaccino, **non sanno di essere già gli schiavi delle terze e delle quarte.
**Quando capiranno? Dalla tomba?

🇮🇹 ",Covid,0
729,"Il Dott. Robert Malone inventore dei Vaccini MRna viene silenziato sui social perché sta gridando a tutti la verità!
Condividi il video con tutte le persone che conosci!
Sussurrare è nostro dovere per chi ha voglia di ascoltare! 
👇👇👇👇👇👇👇👇👇👇
[
👆👆👆👆👆👆👆👆👆👆",Covid,0
730,"Condivido in toto il pensiero di Marcello Pamio, ovvero:

**PRESIDENTE GINECOLOGI: VACCINARE LE DONNE GRAVIDE!
**Ma può un medico che ha fatto il Giuramento di Ippocrate uscirsene con simili amenità senza avere problemi dal punto di vista deontologico? 
Un medico che dice pubblicamente che non vi è “__nessun rischio per neonati__” inoculando nelle donne gravide un siero genico sperimentale, di cui non si sa nulla, in quanto appunto sperimentale, dovrebbe essere messo alla gogna e poi arrestato!
Non resta che attendere qualche altra esternazione da qualche altro presidente... quello dei pediatri?

🇮🇹 ",Covid,0
731,"Biden ha ancora una volta lasciato tutti a bocca aperta. Voleva parlare in difesa della libertà di abortire e ha fatto l'esatto contrario. Si è dichiarato un ""figlio di Dio"" e si è detto sicuro che ""Dio non vuole che i suoi figli uccidano esseri umani ancora non nati in salute."" Lo sconcerto, se non la furia vera e propria, tra gli ambienti sorosiani americani è divampata. Biden ha pronunciato le stesse parole che avrebbe detto Donald Trump. A questo punto, ci si chiede quale sia quella forma di ""demenza"" che porta Biden a recare un vantaggio costante a Trump in ogni occasione e che ogni volta serva a portare avanti l'agenda di quest'ultimo. La storia della malattia neurodegenerativa non sta più in piedi. 

Appare evidente che Joe Biden sia una sorta di marionetta, ma appare al tempo stesso altrettanto evidente che a tirare i suoi fili non è né il partito democratico né il governo segreto di Washington. Per comprendere chi è che comanda veramente Biden, non possiamo non tornare indietro al gennaio 2021. La soluzione di ciò che stiamo vedendo ora va trovata in quel periodo quando diverse fonti militari hanno confermato che Trump ha firmato l'atto contro le Insurrezioni. 

Quello è stato il momento nel quale il colpo di Stato elettorale contro Trump è stato sventato e quello è stato momento nel quale i poteri sono stati trasferiti momentaneamente alle forze armate. In quel preciso istante, l'amministrazione Biden è stata commissariata e si è ritrovata ad essere etero-diretta dai militari. Questa è stata la carta che ha giocato Trump e questa carta è stata in grado di rovesciare il tavolo e trasformare la marionetta del partito democratico nella marionetta di Donald Trump.
",Qanon,1
732,"2017-09-16
Andrea Grignolio, docente di storia della medicina alla Sapienza Università di Roma e autore del libro ""Chi ha paura dei vaccini?"", crea un profilo dei no-vax 
“Molto spesso i genitori esitanti o critici nei confronti dei vaccini sono persone benestanti e con un buon grado di istruzione, con buone capacità critiche e di percezione del rischio. Il nocciolo della questione non è tanto la comprensione quanto piuttosto il target: concentrano la loro attenzione sulle possibili reazioni avverse ma non sui rischi derivanti dalle malattie infettive, che dovrebbero essere invece il loro bersaglio”
“Fin qui abbiamo sempre detto: fidatevi, perché i vaccini vi danno dei grandi benefici, quando invece sappiamo che tradizionalmente la nostra specie accetta il rischio solo di fronte a una possibile perdita: in questo senso dovremmo puntare l’accento non solo sui benefici dei vaccini, ma sui rischi delle malattie come possibile perdita di salute"".
Non si capisce quale sia la differenza tra il porre l'accento sui benefici dei vaccini dal porre l'accento sulla possibile perdita di salute.... 
mahh! Professore universitario.... Come non dire niente con molte parole.
In caso di epidemia mortale e diffusa si può scegliere per ciò che può essere considerato il male minore, ma pensare che una reazione avversa sia solo quella visibile, valutabile e certificata, è grave ed assurdo: come non pensare che alterazioni permanenti non visibili possano restare e marcare anche le future generazioni, dato che le più gravi di queste riguardano cer il sistema nervoso centrale?",Covid,0
733,"Se sentite bene dice che non poteva prenderlo perche' non era nella lista dei prioritari. Ai tempi il vaccino lo davano prima ai vecchi, immunodepressi ecc..",Covid,0
734,"CHRISTIAN PERRONE, è stato membro e vicepresidente dell’European technical advisory group of experts on immunizations (Etage) E DICHIARA:
'LA PANDEMIA È UNA FRODE, ABBIAMO CALPESTATO LA SCIENZA'",Covid,0
735,"Ascolta bene… di quello che decidono 50 mil di Italiani a me me ne passa x il cazzo ! ok ? se tu ci credi fatti tutte le cazzo di punture che vuoi 10,100,1000 
quant n vuo… ma non permetterti di obbligarmi di mettere nel mio corpo quello che io non voglio! ok
ora siccome stamani sono particolarmente incazzata x cretini come te che non capiscono la presa per il culo ti pregherei di non commentare in luoghi dove si crede alla stessa cosa … ok ? poi se invece vuoi fare da cavia(visto che ti piace) dimmelo così sfogo 
cordialmente va fa culo!",Covid,0
736,Alto prelato cattolico lancia un'anatema (solenne scomunica) contro Joe Biden per crimini contro l'umanità!!! I sieri covid cambiano il genoma e non devono essere inoculati né verso adulti né verso bambini!! E' genocidio!!!,Covid,0
737,"spettacolo di video , rappresenta il covdiota pandemente che legge ooooppeen , fanfake, ilciuccoquotidiano e lasetta7",Covid,0
738,"Le prime pesanti ripercussioni dei cosiddetti ""passaporti vaccinali"".
Non è stato consentito salire sui mezzi trasporto per l'evacuazione delle zone colpite dall'eruzione ai ""soggetti"" non vaccinati.
Interessante evoluzione in qualsiasi  prospettiva si voglia osservare il fenomeno....",Covid,0
739,"L’account Q su TRUTH posta video di una tempesta…
",Qanon,1
740,Per lo stesso motivo per il quale le televisioni i telegiornali mettono solo morti no vax che chiedono di vaccinarsi disperati...anzi pure Cassano era stato fatto passare per no vax dalla vostra informazione intoccabile..peccato che si era fatto entrambe le dosi...,Covid,0
741,"Dott. Vanden Bossche: i vaccini causano le varianti, CDC e OMS mentono!!! Criminale mettere la vita di miliardi di persone in mano all'OMS col trattato pandemico in discussione il 22-28 maggio!!!",Covid,0
742,"CDC: Negli USA si osservano casi di miocardite nei giovani, ma sono pochi... dicono.",Covid,0
743,Tutta questa determinazione riversala a fare le domande ai tuoi amichetti covidioti,Covid,0
744,"Non merita di essere definita rincoglionita. La gente è mossa dalla paura che è sempre stata un grande strumento di controllo… 
È una vittima del sistema che ha fatto il lavaggio del cervello.
Rispetto per i morti.",Qanon,1
745,"Traduzione automatica 

La sordida eredità di bugie di Hillary Clinton

Dimostrando che ciò che è vecchio è di nuovo nuovo, ecco come il compianto William Safire iniziò la sua rubrica sul New York  dell'8 gennaio 1996: 

“Gli americani di tutte le convinzioni politiche stanno arrivando alla triste consapevolezza che la nostra First Lady – una donna di indubbi talenti che è stata un modello per molti nella sua generazione – è una bugiarda congenita. 

""Gola a goccia, come la tortura di Whitewater, si sostiene che è costretta a fuorviare e irretire i suoi subordinati e amici in una rete di inganni"". 

Safire ha descritto in dettaglio una serie di situazioni in cui Hillary Clinton è stata colta in ovvie bugie, e c'è una linea retta per Hillary Clinton la cui ombra incombe sul processo Michael Sussmann a Washington. Ancora una volta, la Clinton viene smascherata come ""costretta a fuorviare"" e intrappola ""i suoi subordinati e amici in una rete di inganni"". 

E pensare che è quasi riuscita a farla franca rubando la presidenza. 

È in linea con la sua storia che è ritratta come il capo connivente fuori scena in un processo che è, come lei, una sorta di ritorno al passato. Arrivato sei anni dopo la campagna presidenziale del 2016, il processo Sussmann porta inevitabilmente un'aria anti-climax. 

Dopotutto, sappiamo dal rapporto di Robert Mueller nel 2019 che l'accusa di collusione di Donald Trump con la Russia era una notizia falsa. E sappiamo da quasi sempre che la campagna di Clinton ha segre finanziato i commercianti diffamatori della Fusion GPS che hanno assunto Christopher Steele che ha fabbricato un ""dossier"" lungo su bugie e pettegolezzi e a corto di fatti. 

Infine, abbiamo saputo che l'FBI di Jim Comey era ubriaco di potere e alcuni dei suoi alti funzionari avevano la schiuma in bocca per aiutare Clinton a sconfiggere Trump. Erano così sporchi che hanno usato il rancido dossier per ottenere l'approvazione del tribunale per spiare la campagna di Trump. 

Quella sequenza aggiunge una strana dimensione al caso Sussmann, nel senso che l'unica accusa contro di lui - che ha mentito all'FBI negando che stava lavorando per Clinton nel tentativo di spacciare spazzatura russa - fa sembrare l'agenzia innocente, quando era , a suo modo, colpevole quanto Clinton. 

Tuttavia, c'è del valore nello sforzo instancabile del consulente speciale John Durham di rivelare i segreti dello sporco trucco più sporco di sempre. Il suo incarico era di sondare come e perché l'FBI ha compiuto il passo senza precedenti di spiare la campagna del candidato presidenziale del partito opposto e, sebbene il processo sia stato lento, sta aggiungendo dettagli importanti a una macchia importante nella nostra storia nazionale. 

L'amministrazione Biden vorrebbe sicuramente chiudere Durham , ma condannare Sussmann probabilmente darebbe al pubblico ministero un nuovo slancio e salverebbe la sua indagine dall'ascia dei Democratici. 

È fondamentale che continui perché, sebbene non sia riuscito a eleggere Clinton, la bufala ha avuto un successo clamoroso nel catturare l'attenzione dei media e impiantare una profonda sfiducia nei confronti di Trump, grazie in parte alle fonti anonime del Deep State che hanno alimentato l'isterismo dei media. 

I democratici, in particolare Nancy Pelosi, hanno insistito sul fatto che Trump fosse un presidente illegittimo per tutto il suo mandato. Un risultato fu che il partito si rifiutò di negoziare con lui, privando l'America di qualsiasi bipartitismo significativo anche su questioni come le infrastrutture. 

Un altro risultato è stato il midterm del 2018, in cui la bufala ha sicuramente giocato un ruolo nella decisione del pubblico di affidare il controllo della Camera ai democratici, che hanno immedia avviato le loro indagini su Russia, Russia e Russia e presto si sono rivolti all'impeachment di Trump. 

Le bugie di Clinton, quindi, hanno fatto un danno enorme e, come dice Trump in modo immodesto ma corretto, un presidente più debole avrebbe reagito ai falsi attacchi rannicchiandosi in posizione fetale.

1/2",Qanon,1
